序号,URL,视频标题,静态开始时间1,静态结束时间1,静态开始时间2,静态结束时间2
729,https://b23.tv/tPVYB6r,【4K【MEDCARS】一如既往的优雅！2025款福特野马！沉浸式静态体验！-哔哩哔哩】,0153,0220,,
730,https://b23.tv/RoVHdl5,【【4K | 展示】法拉利 296 GTB | Ferrari-哔哩哔哩】,0134,0238,,
731,https://b23.tv/wmXAesV,【【4K | 展示】2025款 奥迪 A8 霍希 | Audi-哔哩哔哩】,1152,1215,,
732,https://b23.tv/M2sYC2Z,【【4K赏析】2026款 阿斯顿马丁 Vanquish-哔哩哔哩】,0213,0327,,
733,https://b23.tv/F9uLdny,【【4K | 展示】2024款 梅赛德斯-AMG GT 63 Coupe | Mercedes-AMG-哔哩哔哩】,0146,0206,,
734,https://b23.tv/GdRUk16,【【4K】风景如画的老城-哔哩哔哩】,0200,0500,,
735,https://b23.tv/Ci6r7Jt,【【4K超清】东京海鸥线最美的黄昏景色，豊洲-新橋行车第一视角欣赏-哔哩哔哩】,0700,0745,1109,1149
736,【【4K法国风景🇫🇷】史诗级爆肝[4小时地名标注无重复版]助眠.解压.放松.治愈.工作学习背景音】 https://www.bilibili.com/video/BV1Nv4y177Ab/?share_source=copy_web&vd_source=ac0658bc67e9a5e91c1703b055ed3570,【4K法国风景🇫🇷】史诗级爆肝[4小时地名标注无重复版]助眠.解压.放松.治愈.工作学习背景音,0137,0159,0252,0312
737,【【4K】朦胧秋的早晨新英格兰】 https://www.bilibili.com/video/BV1FG411t7sD/?share_source=copy_web&vd_source=ac0658bc67e9a5e91c1703b055ed3570,【4K】朦胧秋的早晨新英格兰,0016,0037,0058,0150
738,【【4K】漫步在曼哈顿布鲁克林的早晨】 https://www.bilibili.com/video/BV1hG41157zi/?share_source=copy_web&vd_source=ac0658bc67e9a5e91c1703b055ed3570,【4K】漫步在曼哈顿布鲁克林的早晨,0535,0615,0737,0758
739,【【4K】劳特布伦嫩漫步在瑞士最美的村庄】 https://www.bilibili.com/video/BV1FW4y1e7s6/?share_source=copy_web&vd_source=ac0658bc67e9a5e91c1703b055ed3570,【4K】劳特布伦嫩漫步在瑞士最美的村庄,0059,0121,,
740,【Room tour 我的极简毛坯房-哔哩哔哩】 https://b23.tv/88rv9iL,Room tour 我的极简毛坯房,0004,0026,,
741,【【4K看地球】漫步红杉树国家公园，身临其境沉浸式体验巨树之森-哔哩哔哩】 https://b23.tv/vqInSAB,【4K看地球】漫步红杉树国家公园，身临其境沉浸式体验巨树之森,0025,0110,,
742,【1小时漫步：瑞士少女峰下 拥有天堂般夏日的村庄-哔哩哔哩】 https://b23.tv/bANrhG9,1小时漫步：瑞士少女峰下 拥有天堂般夏日的村庄,0520,0545,,
743,【瑞士乡村 - 最美童话小镇-哔哩哔哩】 https://b23.tv/pQzJXfM,瑞士乡村 - 最美童话小镇,1340,1420,,
744,【瑞士劳特布伦宁-雨中漫步最美丽的瑞士村庄- 4K-哔哩哔哩】 https://b23.tv/jmA5Y2I,瑞士劳特布伦宁-雨中漫步最美丽的瑞士村庄- 4K,0110,0137,,
745,【4K日本森林漫步_穿过潺潺溪流的瀑布小径-哔哩哔哩】 https://b23.tv/1M2rize,4K日本森林漫步_穿过潺潺溪流的瀑布小径,0002,0300,,
746,【【4K超清】畅游瑞士巴沃恩Bauen小镇，世外桃源般的一个村庄-哔哩哔哩】 https://b23.tv/2eXU70N,【4K超清】畅游瑞士巴沃恩Bauen小镇，世外桃源般的一个村庄,1850,1918,,
747,【漫步日本・镰仓徒步之旅【4K HDR】-哔哩哔哩】 https://b23.tv/bkMQpND,漫步日本・镰仓徒步之旅【4K HDR】,0528,0555,,
748,】https://www.bilibili.com/video/BV1sP411V7Em?vd_source=0ccdbd38a3e587af8c7e7912fd137803,【【8K风景】这就是日本 [5小时Plus Pro Max加长版] 解压-治愈-工作学习背景音-清晨叫醒-夜晚助眠】03,0010,0030,22544,22631
749,https://www.bilibili.com/video/BV12JxCzUEgw?vd_source=0ccdbd38a3e587af8c7e7912fd137803,【葡萄牙风景航拍-超清 4K】,0112,0132,0249,0311
750,https://www.bilibili.com/video/BV1wmetz9E4X?vd_source=0ccdbd38a3e587af8c7e7912fd137803,【心灵治愈系｜天堂般的风光 4K HDR 杜比 - 放松风光影片,0045,0105,0251,0311
751,https://www.bilibili.com/video/BV17nL2zJEQh?vd_source=0ccdbd38a3e587af8c7e7912fd137803,【意大利】,2129,2150,2225,2246
752,https://www.bilibili.com/video/BV1TL411r7CJ/?share_source=copy_web&vd_source=0ccdbd38a3e587af8c7e7912fd137803,【4K超清 马略卡岛 蓝天碧海 马略卡岛海滩风光,0310,0331,0903,0924
753,https://www.bilibili.com/video/BV1xhxfz4Euq/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【《空洞骑士：丝之歌》终局BGM「Last Dive」百万级录音棚试听】,0000,0223,,
754,https://www.bilibili.com/video/BV14LxEzLEzZ/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【《空之轨迹》主题曲「星之所在」百万级录音棚试听】,0000,0445,,
755,https://www.bilibili.com/video/BV1Drxxz6EFK/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【《空洞骑士：丝之歌》机枢核心「Cogwork Core」百万级录音棚试听】,0000,0132,,
756,https://www.bilibili.com/video/BV1ycnuzKE1R/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,"【Summer Pockets完结纪念 「ポケットをふくらませて ～Sea, you again～」化作鸟白岛的海风，再次拂过这个盛夏】",0000,0648,,
757,https://www.bilibili.com/video/BV1ajpKzLEk5/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【《传说之下》十周年纪念「Last Goodbye」最后的告别｜百万级录音棚试听】,0000,0217,,
758,https://www.bilibili.com/video/BV1P3HkzaEP7/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【《空洞骑士：丝之歌》圣咏殿「Choral Chambers」百万级录音棚试听】,0000,0245,,
759,https://www.bilibili.com/video/BV14VaczLE8G/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【《传说之下》审判开始「狂妄之人 MEGALOVANIA」百万级录音棚试听】,0000,0239,,
760,https://www.bilibili.com/video/BV15m4y1t78p/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【【黑暗之魂3｜主题曲】百万级录音棚听《DARK SOULS Ⅲ》游戏《黑暗之魂3》原声集【Hi-Res】】,0000,0243,,
761,https://www.bilibili.com/video/BV1jC411j7ot/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,"【《黑暗之魂》乌薪王葛温 Gwyn, Lord of Cinder】",0000,0337,,
762,https://www.bilibili.com/video/BV17x42117Pm/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【再听一遍《英雄の証》｜《怪物猎人》系列20周年纪念【Hi-Res百万录音棚试听】】,0000,0416,,
763,https://www.bilibili.com/video/BV144udzyEd1/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【《黑暗之魂3》奴隶骑士盖尔「Slave Knight Gael」百万级录音棚试听】,0000,0537,,
764,https://www.bilibili.com/video/BV1Zo4y1N7eF/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【【空洞骑士】百万级录音棚听《City of Tears》游戏《空洞骑士》原声带【Hi-Res】】,0000,0301,,
765,https://www.bilibili.com/video/BV1Fx4y117zB/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【女神异闻录3 Reload｜《Color Your Night》【Hi-Res】】,0000,0345,,
766,https://www.bilibili.com/video/BV1MB42167KH/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【《女神异闻录3》片尾曲「你的记忆」【Hi-Res】】,0000,0558,,
767,https://www.bilibili.com/video/BV1KR4y1q7LA/?share_source=copy_web&vd_source=983364a5de995a31d61650d725c8a4b6,【【艾尔登法环】录音棚听《ELDEN RING》齋藤司【Hi-Res】】,0000,0138,,
768,https://b23.tv/Q92VmrK,【欧洲城堡4K-令人叹为观止的1小时放松电影与平静音乐-哔哩哔哩】,0006,0026,0053,0124
769,https://b23.tv/xRsDlxp,【EP9【4K高清顶级画质|壁纸素材|无水印|大自然|绝美风景|放松心情|治愈您的灵魂】互关互助，诚信互粉-哔哩哔哩】,0000,0110,0142,0203
770,https://b23.tv/x5y7TCi,【EP17【4K高清顶级画质|壁纸素材|无水印|大自然|绝美风景|放松心情|治愈您的灵魂】互关互助，诚信互粉-哔哩哔哩】,0041,0223,,
771,https://b23.tv/gLggPRo,【EP23【4K高清顶级画质|壁纸素材|无水印|大自然|绝美风景|放松心情|治愈您的灵魂】互关互助，诚信互粉-哔哩哔哩】,0019,0045,,
772,https://b23.tv/ObRSZwG,【EP16【4K高清顶级画质|壁纸素材|无水印|大自然|绝美风景|放松心情|治愈您的灵魂】互关互助，诚信互粉-哔哩哔哩】,0000,0025,0038,0117
773,https://b23.tv/Dk3L3h2,【EP7【4K高清顶级画质|壁纸素材|无水印|大自然|绝美风景|放松心情|治愈您的灵魂】互关互助，诚信互粉-哔哩哔哩】,0000,0027,1454,1535
774,https://b23.tv/OPPln5o,【EP6【4K高清顶级画质|壁纸素材|无水印|大自然|绝美风景|放松心情|治愈您的灵魂】互关互助，诚信互粉-哔哩哔哩】,0025,0050,0120,0209
775,https://b23.tv/PjfNw2c,【EP1【4K高清顶级画质|壁纸素材|无水印|大自然|绝美风景|放松心情|治愈您的灵魂】互关互助，诚信互粉-哔哩哔哩】,0556,0622,0630,0700
776,https://b23.tv/smq44VI,【EP4【4K高清顶级画质|壁纸素材|无水印|大自然|绝美风景|放松心情|治愈您的灵魂】互关互助，诚信互粉-哔哩哔哩】,0020,0047,0215,0258
777,https://b23.tv/ZxgQCnW,【4k 新年珠峰日出延时视频-哔哩哔哩】,0000,0030,,
778,https://www.bilibili.com/video/BV11isceeEq9?t=362.7,挪威 · 盖朗厄尔峡湾 | 穿梭于山峦之间，世界在这一刻是静止的 【♫ 𝙋𝙡𝙖𝙮𝙡𝙞𝙨𝙩】,0015,0028,0043,0114
779,https://www.bilibili.com/video/BV1A44y1t77E?t=67.7,阿尔卑斯山 - 绝美风景休闲放松影片,0000,0009,0019,0025
780,https://www.bilibili.com/video/BV1Q14y1v7ho?t=27.6,【飞跃天堂之地 4K】世界各地令人惊叹的自然景观,0014,0027,0028,0037
781,https://www.bilibili.com/video/BV1xu411775X?t=2.6,【Fiji斐济 4K】世界上最著名的旅游天堂,0010,0026,0028,0045
782,https://www.bilibili.com/video/BV13m4y1s7rG?t=4.0,【Egypt埃及 4K】带你领略埃及的全貌,0231,0242,0251,0256
783,https://www.bilibili.com/video/BV1nz4y1z7Nm?t=3.7,【Amazon亚马逊 4K】地球之肺,0037,0059,,
784,https://www.bilibili.com/video/BV1wu411W7uc?t=2.1,【himalayas喜马拉雅山 4K】世界屋脊,0016,0026,0036,0048
785,https://www.bilibili.com/video/BV1vM4y1r7Bv?t=1.8,【Iceland冰岛 4K】世界的尽头,0055,0105,0107,0023
786,https://www.bilibili.com/video/BV1y8N7zWE2C?t=74.8,【Japan日本 4K】四季的物语,0115,0127,0129,0139
787,https://www.bilibili.com/video/BV1XML1zBEFz?t=97.1,【Mediterranean地中海 4K】蓝白史诗的梦幻交织,0139,0148,0348,0400
788,https://www.bilibili.com/video/BV1MbRwYPEUK?t=14.9,【Antarctica南极洲 4K】孤独而丰盛的冰原 | 放松 | 风景,0022,0030,0032,0050
789,https://www.bilibili.com/video/BV1jgFYeLEnh?t=17.6,【Volcano世界火山4K】地球上最不可思议的自然景观 | 放松 | 风景,0018,0030,0114,0121
790,https://www.bilibili.com/video/BV1Xa4y127ct?t=1.3,【Asia亚洲 4K】欣赏世界上最多样化大陆的全貌,0046,0059,0101,0112
791,https://www.bilibili.com/video/BV1PZnbzfE9n/?spm_id_from=333.337.search-card.all.click,【视觉巅峰｜自然最惊艳的时刻 4K HDR 杜比 - 放松风光影片】,0150,0213,0214,0241
792,https://www.bilibili.com/video/BV1PZnbzfE9n/?share_source=copy_web&vd_source=da94ed053da93e2e65dda2dc85a9e8f4,【8K UHD 30fps 超高清 帧彩视界太空探索 星际旅行】,0003,0027,1752,1824
793,https://www.bilibili.com/video/BV12y41187fP/?share_source=copy_web&vd_source=da94ed053da93e2e65dda2dc85a9e8f4,【【4K HDR】HDR的极致沉浸—古刹禅雨 | 环境原声+8K超采 |】,0029,0050,0050,0109
794,https://www.bilibili.com/video/BV1H54y1M79A/?share_source=copy_web&vd_source=da94ed053da93e2e65dda2dc85a9e8f4,【【崩坏3｜薪炎永燃】百万级录音棚听《Moon Halo》崩坏3《薪炎永燃》动画短片印象曲-HOYO-MIX【Hi-Res】】,0007,0319,,
795,https://www.bilibili.com/video/BV17uxSzDEEo/?share_source=copy_web&vd_source=da94ed053da93e2e65dda2dc85a9e8f4,【4K·杜比全景声】影视飓风 10小时助眠样片,0000,2522,2523,3519
796,https://www.bilibili.com/video/BV1W64y1d7tj/?share_source=copy_web&vd_source=da94ed053da93e2e65dda2dc85a9e8f4,【【白噪音.泉水】冷泉亭边冷泉水（白噪音)】,0000,11034,,
797,https://www.bilibili.com/video/BV1Kq4y1f7Ew/?share_source=copy_web&vd_source=da94ed053da93e2e65dda2dc85a9e8f4,【【白噪音 雨声】云 栖 竹 径】,0000,1338,1339,3329
798,https://www.bilibili.com/video/BV1TK4y1V7P1/?share_source=copy_web&vd_source=da94ed053da93e2e65dda2dc85a9e8f4,【【白噪音 风声】夏天的风 吹得树叶沙沙作响】,0000,11238,,
799,https://www.bilibili.com/video/BV1wy4y1W7XG/?share_source=copy_web&vd_source=da94ed053da93e2e65dda2dc85a9e8f4,【【午安】农村夏日午后白噪音】,0000,1700,,
800,https://www.bilibili.com/video/BV1Rh411e78M/?share_source=copy_web&vd_source=da94ed053da93e2e65dda2dc85a9e8f4,【【晚安】农村夏日夜晚白噪音】,0000,1503,,
801,https://b23.tv/F6b1bxb,【4K风景】瞭望星空 [3小时Plus Pro加长版] 解压-治愈-工作背景音-清晨叫醒-夜晚助眠-哔哩哔哩】,0003,0032,0033,0120
802,https://b23.tv/Rskrl41,【【4K风景】天空 [3小时Plus Pro加长版] 解压-治愈-工作学习背景音-清晨叫醒-夜晚助眠-哔哩哔哩】,0020,0046,0113,0137
803,https://b23.tv/gAIQBGk,【【4K风景】山脉 [3小时Plus Pro加长版] 解压-治愈-工作学习背景音-清晨叫醒-夜晚助眠-哔哩哔哩】,0017,0040,0056,0115
804,https://b23.tv/5wZX7rW,【【4K风景】自然早晨 [3小时Plus Pro加长版] 解压-治愈-工作学习背景音-清晨叫醒-夜晚助眠-哔哩哔哩】,0101,0121,0158,0230
805,https://b23.tv/kVXNXM6,【【4K风景】芬兰 [3小时Plus Pro加长版] 解压-治愈-工作学习背景-夜晚助眠-清晨叫醒-哔哩哔哩】,0040,0104,0106,0140
806,https://www.bilibili.com/video/BV1ST411E7wb/?share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【风景视频素材分享（无水印可自取）】,0023,0041,,
807,https://www.bilibili.com/video/BV1vyBsYaEDs/?share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【【4K】高清中国宣传片视频素材 免费下载】,0012,0020,,
808,https://www.bilibili.com/video/BV14KgTeEEvQ/?share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【演讲背景｜配乐版｜树叶｜阳光｜森林】,0001,0021,,
809,https://www.bilibili.com/video/BV1mfdwYiEDg/?share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【春的气息-风景素材【无水印】】,0003,0023,,
810,https://www.bilibili.com/video/BV1NU4y1c71a/?share_source=copy_web,【校园空镜素材】,0001,0026,,
811,https://www.bilibili.com/video/BV1BZ4y1i7Hv/?share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【（无水印）唯美治愈素材分享 第10期】,0003,0023,,
812,https://www.bilibili.com/video/BV1S6pjzzE2A/?share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【空镜头 城市 森林 航拍 云 山 海洋 免费商用4K超清视频素材 【合集】】,0001,0016,,
813,https://www.bilibili.com/video/BV1S6pjzzE2A/?p=2&share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【空镜头 城市 森林 航拍 云 山 海洋 免费商用4K超清视频素材 【合集】】 h,0000,0021,,
814,https://www.bilibili.com/video/BV1Mp4y1S7KG/?share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【极致风景 4K 60帧素材【无声音】】,0035,0044,,
815,https://www.bilibili.com/video/BV1gV411J7y3/?share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【【4k/无水印/动漫风景素材】每一帧都是壁纸（需要自取）】,0001,0006,,
816,https://www.bilibili.com/video/BV1xe4y1s7Nw/?share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【【风景素材】1】,0000,0031,,
817,https://www.bilibili.com/video/BV1gr4y1L7Ho/?share_source=copy_web&vd_source=6da9a6ecff281f3a6fc5378dc8de7f29,【【纯享】风景视频素材分享（无水印可自取）】,0000,0044,,
818,https://www.bilibili.com/video/BV13edGYeEnQ?vd_source=b8dea3eb78844bdf569cdcca93738556,0329【风景素材】海｜花｜天｜雨｜溪,0115,0128,,
819,https://www.bilibili.com/video/BV1ee411n7X2?vd_source=b8dea3eb78844bdf569cdcca93738556,4K 美丽的鲜花风景💐,4611,4611,,
820,https://www.bilibili.com/video/BV12L41167zR?vd_source=b8dea3eb78844bdf569cdcca93738556,看，这山水很中国！,0131,0132,,
821,https://www.bilibili.com/video/BV1vfbVzHE7d?spm_id_from=333.788.videopod.sections&vd_source=37f85735df32e42e77d3cce25cccb584,【8KHDR 真彩®】 32:9《色彩》Dolby Vision 杜比视界,0211,0239,,
822,https://www.bilibili.com/video/BV1vfbVzHE7d?spm_id_from=333.788.videopod.sections&vd_source=37f85735df32e42e77d3cce25cccb584,【4KHDR 真彩®】 《超宽视界 · 21:9 OLED》,0019,0037,,
823,https://www.bilibili.com/video/BV1vfbVzHE7d?spm_id_from=333.788.videopod.sections&vd_source=37f85735df32e42e77d3cce25cccb584,【4KHDR 真彩®】 地球未见奇观 | 4K HDR 杜比视界 (60FPS 超高清),4419,4435,,
824,https://b23.tv/sVBh9Et,【4K超清 «大自然圣诞冬季景观» 3小时风吹雪飘落和美丽的放松音乐，放松电影-哔哩哔哩】,0135,0200,0317,0337
825,https://623.tv/0IOVIC,【甘肃玉门鬼城，遍地0无鬼屋免黄位，你敢来,0231,0245,,
826,https://623.tv/evdxBQ,【这才是东北小城真实现状，晚上小区楼房漆黑一片，人都去哪了?】,0035,0044,0051,0056
827,https://623.tv/1eYKLON,【生活了20年的房间】,0021,0036,,
828,https://623.tv/YalNp522,【21岁大三宅男的房间】,0024,0037,,
829,https://623.tv/zQwgK7,（五线城市3000月薪的宅男小房间】,0022,0029,,
830,https://623.tv/UVLfEVL,【你们要的一镜到底来了，183平三室两厅意式极简风井意式极简#装修井一镜到底】,0001,0028,,
831,https://623.tv/ThSgi42,【一镜到底看我家!极简风!分享家装经验）,0000,0017,,
832,https://www.bilibili.con/video/BVIM3WLzeEhA/,【歼-20首次公众静态展示!各国网友美慕坏了1】,0157,0204,,
833,https://wwwbilibili.con/video/BVICaJS_VEY2/,【大七座还带侧滑门五菱星光730静态体验】,0443,0447,,
834,https://www.bilibili.con/video/BVIPLJR8EET/,【蔚来全新E58详细静态体验】,0417,0425,,
835,https://wwwbilibili.com/video/BVIaF411;77+/,【4K 静态画面|森林清晨的露珠与鸟吗】,0000,0006,,
